chromosomes,uces
Mus_musculus_6,uce-507_p4
Mus_musculus_6,uce-510_p1
Mus_musculus_6,uce-568_p1
Mus_musculus_6,uce-584_p1
Mus_musculus_6,uce-587_p1
Mus_musculus_6,uce-587_p2
Mus_musculus_6,uce-660_p1
Mus_musculus_6,uce-660_p2
Mus_musculus_6,uce-660_p3
Mus_musculus_6,uce-733_p1
Mus_musculus_6,uce-733_p2
Mus_musculus_6,uce-738_p1
Mus_musculus_6,uce-738_p2
Mus_musculus_6,uce-748_p3
Mus_musculus_6,uce-752_p1
Mus_musculus_6,uce-752_p2
Mus_musculus_6,uce-752_p3
Mus_musculus_6,uce-753_p2
Mus_musculus_6,uce-818_p1
Mus_musculus_6,uce-818_p2
Mus_musculus_6,uce-833_p2
Mus_musculus_6,uce-861_p1
Mus_musculus_6,uce-865_p1
Mus_musculus_6,uce-971_p1
Mus_musculus_6,uce-971_p2
Mus_musculus_6,uce-1072_p1
Mus_musculus_6,uce-1077_p1
Mus_musculus_6,uce-1170_p1
Mus_musculus_6,uce-1174_p2
Mus_musculus_6,uce-1306_p1
Mus_musculus_6,uce-1306_p2
Mus_musculus_6,uce-1324_p4
Mus_musculus_6,uce-1334_p1
Mus_musculus_6,uce-1358_p6
Mus_musculus_6,uce-1358_p7
Mus_musculus_6,uce-1358_p8
Mus_musculus_6,uce-1361_p2
Mus_musculus_6,uce-1374_p2
Mus_musculus_6,uce-1454_p1
Mus_musculus_6,uce-1454_p2
Mus_musculus_6,uce-1484_p1
Mus_musculus_6,uce-1508_p1
Mus_musculus_6,uce-1509_p2
Mus_musculus_6,uce-1560_p1
Mus_musculus_6,uce-1572_p2
Mus_musculus_6,uce-1613_p1
Mus_musculus_6,uce-1633_p1
Mus_musculus_6,uce-1642_p2
Mus_musculus_6,uce-1652_p1
Mus_musculus_6,uce-1653_p3
Mus_musculus_6,uce-1692_p2
Mus_musculus_6,uce-1707_p1
Mus_musculus_6,uce-1719_p4
Mus_musculus_6,uce-1719_p5
Mus_musculus_6,uce-1719_p6
Mus_musculus_6,uce-1719_p7
Mus_musculus_6,uce-1770_p8
Mus_musculus_6,uce-1776_p2
Mus_musculus_6,uce-1813_p1
Mus_musculus_6,uce-1813_p2
Mus_musculus_6,uce-1819_p1
Mus_musculus_6,uce-1819_p2
Mus_musculus_6,uce-1836_p4
Mus_musculus_6,uce-1845_p8
Mus_musculus_6,uce-1860_p2
Mus_musculus_6,uce-1898_p1
Mus_musculus_6,uce-1898_p2
Mus_musculus_6,uce-1965_p1
Mus_musculus_6,uce-1967_p3
Mus_musculus_6,uce-1989_p2
Mus_musculus_6,uce-2004_p3
Mus_musculus_6,uce-2005_p2
Mus_musculus_6,uce-2006_p3
Mus_musculus_6,uce-2028_p1
Mus_musculus_6,uce-2028_p2
Mus_musculus_6,uce-2028_p3
Mus_musculus_6,uce-2033_p1
Mus_musculus_6,uce-2037_p1
Mus_musculus_6,uce-2046_p2
Mus_musculus_6,uce-2055_p1
Mus_musculus_6,uce-2062_p3
Mus_musculus_6,uce-2069_p2
Mus_musculus_6,uce-2122_p1
Mus_musculus_6,uce-2126_p1
Mus_musculus_6,uce-2172_p1
Mus_musculus_6,uce-2181_p1
Mus_musculus_6,uce-2196_p1
Mus_musculus_6,uce-2213_p1
Mus_musculus_6,uce-2230_p1
Mus_musculus_6,uce-2233_p1
Mus_musculus_6,uce-2241_p1
Mus_musculus_6,uce-2242_p1
Mus_musculus_6,uce-2295_p1
Mus_musculus_6,uce-2369_p1
Mus_musculus_6,uce-2433_p1
Mus_musculus_6,uce-2464_p1
Mus_musculus_6,uce-2515_p1
Mus_musculus_6,uce-2518_p1
Mus_musculus_6,uce-2522_p1
Mus_musculus_6,uce-2550_p1
Mus_musculus_6,uce-2605_p1
Mus_musculus_6,uce-2616_p1
Mus_musculus_6,uce-2670_p1
Mus_musculus_6,uce-2697_p1
Mus_musculus_6,uce-2718_p1
Mus_musculus_6,uce-2728_p1
Mus_musculus_6,uce-2746_p1
Mus_musculus_6,uce-2789_p1
Mus_musculus_6,uce-2821_p1
Mus_musculus_6,uce-2827_p1
Mus_musculus_6,uce-2865_p1
Mus_musculus_6,uce-2879_p1
Mus_musculus_6,uce-2920_p1
Mus_musculus_6,uce-2937_p1
Mus_musculus_6,uce-2959_p1
Mus_musculus_6,uce-2971_p1
Mus_musculus_6,uce-3010_p1
Mus_musculus_6,uce-3011_p1
Mus_musculus_6,uce-3065_p1
Mus_musculus_6,uce-3109_p1
Mus_musculus_6,uce-3115_p1
Mus_musculus_6,uce-3139_p1
Mus_musculus_6,uce-3156_p1
Mus_musculus_6,uce-3175_p1
Mus_musculus_6,uce-3223_p1
Mus_musculus_6,uce-3234_p1
Mus_musculus_6,uce-3235_p1
Mus_musculus_6,uce-3281_p1
Mus_musculus_6,uce-3398_p1
Mus_musculus_6,uce-3503_p1
Mus_musculus_6,uce-3512_p1
Mus_musculus_6,uce-3538_p1
Mus_musculus_6,uce-3730_p1
Mus_musculus_6,uce-3771_p1
Mus_musculus_6,uce-3786_p1
Mus_musculus_6,uce-3808_p1
Mus_musculus_6,uce-3824_p1
Mus_musculus_6,uce-3836_p1
Mus_musculus_6,uce-3855_p1
Mus_musculus_6,uce-3873_p1
Mus_musculus_6,uce-3903_p1
Mus_musculus_6,uce-3907_p1
Mus_musculus_6,uce-3914_p1
Mus_musculus_6,uce-3998_p1
Mus_musculus_6,uce-4020_p1
Mus_musculus_6,uce-4079_p1
Mus_musculus_6,uce-4088_p1
Mus_musculus_6,uce-4118_p1
Mus_musculus_6,uce-4166_p1
Mus_musculus_6,uce-4176_p1
Mus_musculus_6,uce-4185_p1
Mus_musculus_6,uce-4199_p1
Mus_musculus_6,uce-4227_p1
Mus_musculus_6,uce-4323_p1
Mus_musculus_6,uce-4334_p1
Mus_musculus_6,uce-4367_p1
Mus_musculus_6,uce-4377_p1
Mus_musculus_6,uce-4509_p1
Mus_musculus_6,uce-4546_p1
Mus_musculus_6,uce-4573_p1
Mus_musculus_6,uce-4592_p1
Mus_musculus_6,uce-4610_p1
Mus_musculus_6,uce-4643_p1
Mus_musculus_6,uce-4652_p1
Mus_musculus_6,uce-4698_p1
Mus_musculus_6,uce-4726_p1
Mus_musculus_6,uce-4754_p1
Mus_musculus_6,uce-4789_p1
Mus_musculus_6,uce-4828_p1
Mus_musculus_6,uce-4870_p1
Mus_musculus_6,uce-4990_p1
Mus_musculus_6,uce-5003_p1
Mus_musculus_6,uce-5095_p1
Mus_musculus_6,uce-5110_p1
Mus_musculus_6,uce-5119_p1
Mus_musculus_6,uce-5125_p1
Mus_musculus_6,uce-5182_p1
Mus_musculus_6,uce-5251_p1
Mus_musculus_6,uce-5263_p1
Mus_musculus_6,uce-5267_p1
Mus_musculus_6,uce-5277_p1
Mus_musculus_6,uce-5287_p1
Mus_musculus_6,uce-5379_p1
Mus_musculus_6,uce-5396_p1
Mus_musculus_6,uce-5400_p1
Mus_musculus_6,uce-5445_p1
Mus_musculus_6,uce-5493_p1
Mus_musculus_6,uce-5494_p1
Mus_musculus_6,uce-5518_p1
Mus_musculus_6,uce-5594_p1
Mus_musculus_6,uce-5601_p1
Mus_musculus_6,uce-5619_p1
Mus_musculus_6,uce-5649_p1
Mus_musculus_6,uce-5721_p1
Mus_musculus_6,uce-5733_p1
Mus_musculus_6,uce-5759_p1
Mus_musculus_6,uce-5763_p1
Mus_musculus_6,uce-5818_p1
Mus_musculus_6,uce-5822_p1
Mus_musculus_6,uce-5848_p1
Mus_musculus_6,uce-5849_p1
Mus_musculus_6,uce-5902_p1
Mus_musculus_6,uce-6003_p1
Mus_musculus_6,uce-6033_p1
Mus_musculus_6,uce-6058_p1
Mus_musculus_6,uce-6068_p1
Mus_musculus_6,uce-6085_p1
Mus_musculus_6,uce-6088_p1
Mus_musculus_6,uce-6101_p1
Mus_musculus_6,uce-6196_p1
Mus_musculus_6,uce-6214_p1
Mus_musculus_6,uce-6223_p1
Mus_musculus_6,uce-6237_p1
Mus_musculus_6,uce-6260_p1
Mus_musculus_6,uce-6291_p1
Mus_musculus_6,uce-6344_p1
Mus_musculus_6,uce-6371_p1
Mus_musculus_6,uce-6424_p1
Mus_musculus_6,uce-6454_p1
Mus_musculus_6,uce-6465_p1
Mus_musculus_6,uce-6474_p1
Mus_musculus_6,uce-6502_p1
Mus_musculus_6,uce-6555_p1
Mus_musculus_6,uce-6587_p1
Mus_musculus_6,uce-6608_p1
Mus_musculus_6,uce-6640_p1
Mus_musculus_6,uce-6648_p1
Mus_musculus_6,uce-6698_p1
Mus_musculus_6,uce-6735_p1
Mus_musculus_6,uce-6770_p1
Mus_musculus_6,uce-6815_p1
Mus_musculus_6,uce-6823_p1
Mus_musculus_6,uce-6934_p1
Mus_musculus_6,uce-6948_p1
Mus_musculus_6,uce-7047_p1
Mus_musculus_6,uce-7055_p1
Mus_musculus_6,uce-7079_p1
Mus_musculus_6,uce-7097_p1
Mus_musculus_6,uce-7104_p1
Mus_musculus_6,uce-7105_p1
Mus_musculus_6,uce-7161_p1
Mus_musculus_6,uce-7200_p1
Mus_musculus_6,uce-7324_p1
Mus_musculus_6,uce-7330_p1
Mus_musculus_6,uce-7345_p1
Mus_musculus_6,uce-7376_p1
Mus_musculus_6,uce-7380_p1
Mus_musculus_6,uce-7392_p1
Mus_musculus_6,uce-7469_p1
Mus_musculus_6,uce-7497_p1
Mus_musculus_6,uce-7505_p1
Mus_musculus_6,uce-7535_p1
Mus_musculus_6,uce-7540_p1
Mus_musculus_6,uce-7557_p1
Mus_musculus_6,uce-7623_p1
Mus_musculus_6,uce-7659_p1
Mus_musculus_6,uce-7691_p1
Mus_musculus_6,uce-7799_p1
Mus_musculus_6,uce-7833_p1
Mus_musculus_6,uce-7842_p1
Mus_musculus_6,uce-7869_p1
Mus_musculus_6,uce-7910_p1
Mus_musculus_6,uce-7965_p1
Mus_musculus_7,uce-2_p1
Mus_musculus_7,uce-6_p3
Mus_musculus_7,uce-14_p2
Mus_musculus_7,uce-29_p1
Mus_musculus_7,uce-36_p3
Mus_musculus_7,uce-44_p2
Mus_musculus_7,uce-45_p2
Mus_musculus_7,uce-70_p2
Mus_musculus_7,uce-70_p3
Mus_musculus_7,uce-110_p1
Mus_musculus_7,uce-136_p1
Mus_musculus_7,uce-136_p2
Mus_musculus_7,uce-142_p1
Mus_musculus_7,uce-224_p1
Mus_musculus_7,uce-231_p1
Mus_musculus_7,uce-231_p2
Mus_musculus_7,uce-231_p3
Mus_musculus_7,uce-241_p2
Mus_musculus_7,uce-263_p3
Mus_musculus_7,uce-287_p2
Mus_musculus_7,uce-301_p2
Mus_musculus_7,uce-347_p3
Mus_musculus_7,uce-357_p2
Mus_musculus_7,uce-432_p1
Mus_musculus_7,uce-432_p2
Mus_musculus_7,uce-434_p1
Mus_musculus_7,uce-441_p1
Mus_musculus_7,uce-485_p1
Mus_musculus_7,uce-496_p1
Mus_musculus_7,uce-496_p2
Mus_musculus_7,uce-496_p3
Mus_musculus_7,uce-496_p4
Mus_musculus_7,uce-518_p1
Mus_musculus_7,uce-534_p1
Mus_musculus_7,uce-535_p5
Mus_musculus_7,uce-548_p1
Mus_musculus_7,uce-558_p1
Mus_musculus_7,uce-558_p2
Mus_musculus_7,uce-558_p3
Mus_musculus_7,uce-558_p4
Mus_musculus_7,uce-583_p2
Mus_musculus_7,uce-589_p2
Mus_musculus_7,uce-590_p2
Mus_musculus_7,uce-591_p1
Mus_musculus_7,uce-613_p1
Mus_musculus_7,uce-613_p2
Mus_musculus_7,uce-618_p1
Mus_musculus_7,uce-648_p1
Mus_musculus_7,uce-667_p3
Mus_musculus_7,uce-703_p2
Mus_musculus_7,uce-729_p1
Mus_musculus_7,uce-743_p1
Mus_musculus_7,uce-760_p2
Mus_musculus_7,uce-762_p4
Mus_musculus_7,uce-790_p1
Mus_musculus_7,uce-812_p1
Mus_musculus_7,uce-812_p2
Mus_musculus_7,uce-816_p1
Mus_musculus_7,uce-816_p2
Mus_musculus_7,uce-816_p3
Mus_musculus_7,uce-816_p4
Mus_musculus_7,uce-849_p1
Mus_musculus_7,uce-872_p1
Mus_musculus_7,uce-872_p2
Mus_musculus_7,uce-897_p2
Mus_musculus_7,uce-923_p3
Mus_musculus_7,uce-938_p2
Mus_musculus_7,uce-955_p1
Mus_musculus_7,uce-1040_p1
Mus_musculus_7,uce-1052_p2
Mus_musculus_7,uce-1052_p3
Mus_musculus_7,uce-1081_p2
Mus_musculus_7,uce-1090_p1
Mus_musculus_7,uce-1090_p2
Mus_musculus_7,uce-1090_p3
Mus_musculus_7,uce-1090_p4
Mus_musculus_7,uce-1122_p3
Mus_musculus_7,uce-1131_p1
Mus_musculus_7,uce-1131_p2
Mus_musculus_7,uce-1131_p3
Mus_musculus_7,uce-1131_p4
Mus_musculus_7,uce-1167_p1
Mus_musculus_7,uce-1176_p2
Mus_musculus_7,uce-1181_p1
Mus_musculus_7,uce-1252_p2
Mus_musculus_7,uce-1263_p4
Mus_musculus_7,uce-1264_p1
Mus_musculus_7,uce-1271_p2
Mus_musculus_7,uce-1276_p4
Mus_musculus_7,uce-1277_p1
Mus_musculus_7,uce-1306_p2
Mus_musculus_7,uce-1346_p3
Mus_musculus_7,uce-1359_p1
Mus_musculus_7,uce-1422_p1
Mus_musculus_7,uce-1422_p2
Mus_musculus_7,uce-1422_p3
Mus_musculus_7,uce-1480_p2
Mus_musculus_7,uce-1499_p1
Mus_musculus_7,uce-1499_p2
Mus_musculus_7,uce-1507_p1
Mus_musculus_7,uce-1512_p2
Mus_musculus_7,uce-1526_p5
Mus_musculus_7,uce-1526_p6
Mus_musculus_7,uce-1547_p1
Mus_musculus_7,uce-1586_p1
Mus_musculus_7,uce-1590_p1
Mus_musculus_7,uce-1590_p2
Mus_musculus_7,uce-1600_p1
Mus_musculus_7,uce-1655_p1
Mus_musculus_7,uce-1655_p2
Mus_musculus_7,uce-1660_p1
Mus_musculus_7,uce-1660_p2
Mus_musculus_7,uce-1660_p3
Mus_musculus_7,uce-1671_p2
Mus_musculus_7,uce-1745_p2
Mus_musculus_7,uce-1750_p1
Mus_musculus_7,uce-1763_p1
Mus_musculus_7,uce-1763_p2
Mus_musculus_7,uce-1769_p1
Mus_musculus_7,uce-1793_p1
Mus_musculus_7,uce-1826_p2
Mus_musculus_7,uce-1846_p2
Mus_musculus_7,uce-1879_p1
Mus_musculus_7,uce-1879_p2
Mus_musculus_7,uce-1889_p2
Mus_musculus_7,uce-1890_p2
Mus_musculus_7,uce-1903_p1
Mus_musculus_7,uce-1910_p1
Mus_musculus_7,uce-1910_p2
Mus_musculus_7,uce-1910_p3
Mus_musculus_7,uce-1920_p1
Mus_musculus_7,uce-1920_p2
Mus_musculus_7,uce-1985_p1
Mus_musculus_7,uce-1998_p4
Mus_musculus_7,uce-2018_p1
Mus_musculus_7,uce-2018_p2
Mus_musculus_7,uce-2024_p2
Mus_musculus_7,uce-2025_p1
Mus_musculus_7,uce-2045_p2
Mus_musculus_7,uce-2057_p1
Mus_musculus_7,uce-2057_p2
Mus_musculus_7,uce-2075_p1
Mus_musculus_7,uce-2086_p1
Mus_musculus_7,uce-2088_p1
Mus_musculus_7,uce-2088_p2
Mus_musculus_7,uce-2151_p1
Mus_musculus_7,uce-2164_p1
Mus_musculus_7,uce-2181_p1
Mus_musculus_7,uce-2209_p1
Mus_musculus_7,uce-2247_p1
Mus_musculus_7,uce-2321_p1
Mus_musculus_7,uce-2365_p1
Mus_musculus_7,uce-2369_p1
Mus_musculus_7,uce-2389_p1
Mus_musculus_7,uce-2404_p1
Mus_musculus_7,uce-2475_p1
Mus_musculus_7,uce-2503_p1
Mus_musculus_7,uce-2546_p1
Mus_musculus_7,uce-2561_p1
Mus_musculus_7,uce-2577_p1
Mus_musculus_7,uce-2586_p1
Mus_musculus_7,uce-2609_p1
Mus_musculus_7,uce-2628_p1
Mus_musculus_7,uce-2658_p1
Mus_musculus_7,uce-2677_p1
Mus_musculus_7,uce-2773_p1
Mus_musculus_7,uce-2785_p1
Mus_musculus_7,uce-2825_p1
Mus_musculus_7,uce-2847_p1
Mus_musculus_7,uce-2924_p1
Mus_musculus_7,uce-2933_p1
Mus_musculus_7,uce-2950_p1
Mus_musculus_7,uce-2952_p1
Mus_musculus_7,uce-2973_p1
Mus_musculus_7,uce-2992_p1
Mus_musculus_7,uce-3008_p1
Mus_musculus_7,uce-3009_p1
Mus_musculus_7,uce-3058_p1
Mus_musculus_7,uce-3141_p1
Mus_musculus_7,uce-3193_p1
Mus_musculus_7,uce-3199_p1
Mus_musculus_7,uce-3224_p1
Mus_musculus_7,uce-3225_p1
Mus_musculus_7,uce-3238_p1
Mus_musculus_7,uce-3252_p1
Mus_musculus_7,uce-3287_p1
Mus_musculus_7,uce-3307_p1
Mus_musculus_7,uce-3316_p1
Mus_musculus_7,uce-3327_p1
Mus_musculus_7,uce-3337_p1
Mus_musculus_7,uce-3348_p1
Mus_musculus_7,uce-3406_p1
Mus_musculus_7,uce-3468_p1
Mus_musculus_7,uce-3469_p1
Mus_musculus_7,uce-3484_p1
Mus_musculus_7,uce-3488_p1
Mus_musculus_7,uce-3499_p1
Mus_musculus_7,uce-3505_p1
Mus_musculus_7,uce-3515_p1
Mus_musculus_7,uce-3531_p1
Mus_musculus_7,uce-3567_p1
Mus_musculus_7,uce-3589_p1
Mus_musculus_7,uce-3623_p1
Mus_musculus_7,uce-3655_p1
Mus_musculus_7,uce-3658_p1
Mus_musculus_7,uce-3676_p1
Mus_musculus_7,uce-3682_p1
Mus_musculus_7,uce-3688_p1
Mus_musculus_7,uce-3711_p1
Mus_musculus_7,uce-3741_p1
Mus_musculus_7,uce-3783_p1
Mus_musculus_7,uce-3804_p1
Mus_musculus_7,uce-3813_p1
Mus_musculus_7,uce-3831_p1
Mus_musculus_7,uce-3837_p1
Mus_musculus_7,uce-3914_p1
Mus_musculus_7,uce-3970_p1
Mus_musculus_7,uce-4039_p1
Mus_musculus_7,uce-4042_p1
Mus_musculus_7,uce-4078_p1
Mus_musculus_7,uce-4091_p1
Mus_musculus_7,uce-4097_p1
Mus_musculus_7,uce-4101_p1
Mus_musculus_7,uce-4140_p1
Mus_musculus_7,uce-4172_p1
Mus_musculus_7,uce-4215_p1
Mus_musculus_7,uce-4219_p1
Mus_musculus_7,uce-4231_p1
Mus_musculus_7,uce-4250_p1
Mus_musculus_7,uce-4254_p1
Mus_musculus_7,uce-4303_p1
Mus_musculus_7,uce-4363_p1
Mus_musculus_7,uce-4400_p1
Mus_musculus_7,uce-4427_p1
Mus_musculus_7,uce-4428_p1
Mus_musculus_7,uce-4500_p1
Mus_musculus_7,uce-4507_p1
Mus_musculus_7,uce-4513_p1
Mus_musculus_7,uce-4547_p1
Mus_musculus_7,uce-4554_p1
Mus_musculus_7,uce-4557_p1
Mus_musculus_7,uce-4574_p1
Mus_musculus_7,uce-4587_p1
Mus_musculus_7,uce-4608_p1
Mus_musculus_7,uce-4625_p1
Mus_musculus_7,uce-4697_p1
Mus_musculus_7,uce-4712_p1
Mus_musculus_7,uce-4760_p1
Mus_musculus_7,uce-4762_p1
Mus_musculus_7,uce-4776_p1
Mus_musculus_7,uce-4788_p1
Mus_musculus_7,uce-4820_p1
Mus_musculus_7,uce-4823_p1
Mus_musculus_7,uce-4851_p1
Mus_musculus_7,uce-4881_p1
Mus_musculus_7,uce-4960_p1
Mus_musculus_7,uce-4980_p1
Mus_musculus_7,uce-5102_p1
Mus_musculus_7,uce-5103_p1
Mus_musculus_7,uce-5142_p1
Mus_musculus_7,uce-5146_p1
Mus_musculus_7,uce-5147_p1
Mus_musculus_7,uce-5156_p1
Mus_musculus_7,uce-5165_p1
Mus_musculus_7,uce-5179_p1
Mus_musculus_7,uce-5234_p1
Mus_musculus_7,uce-5243_p1
Mus_musculus_7,uce-5284_p1
Mus_musculus_7,uce-5340_p1
Mus_musculus_7,uce-5357_p1
Mus_musculus_7,uce-5392_p1
Mus_musculus_7,uce-5410_p1
Mus_musculus_7,uce-5477_p1
Mus_musculus_7,uce-5481_p1
Mus_musculus_7,uce-5531_p1
Mus_musculus_7,uce-5557_p1
Mus_musculus_7,uce-5562_p1
Mus_musculus_7,uce-5570_p1
Mus_musculus_7,uce-5607_p1
Mus_musculus_7,uce-5690_p1
Mus_musculus_7,uce-5719_p1
Mus_musculus_7,uce-5727_p1
Mus_musculus_7,uce-5745_p1
Mus_musculus_7,uce-5795_p1
Mus_musculus_7,uce-5811_p1
Mus_musculus_7,uce-5818_p1
Mus_musculus_7,uce-5837_p1
Mus_musculus_7,uce-5839_p1
Mus_musculus_7,uce-5848_p1
Mus_musculus_7,uce-5873_p1
Mus_musculus_7,uce-5905_p1
Mus_musculus_7,uce-5943_p1
Mus_musculus_7,uce-5970_p1
Mus_musculus_7,uce-5975_p1
Mus_musculus_7,uce-6078_p1
Mus_musculus_7,uce-6117_p1
Mus_musculus_7,uce-6141_p1
Mus_musculus_7,uce-6152_p1
Mus_musculus_7,uce-6168_p1
Mus_musculus_7,uce-6186_p1
Mus_musculus_7,uce-6193_p1
Mus_musculus_7,uce-6254_p1
Mus_musculus_7,uce-6270_p1
Mus_musculus_7,uce-6288_p1
Mus_musculus_7,uce-6301_p1
Mus_musculus_7,uce-6313_p1
Mus_musculus_7,uce-6316_p1
Mus_musculus_7,uce-6329_p1
Mus_musculus_7,uce-6377_p1
Mus_musculus_7,uce-6386_p1
Mus_musculus_7,uce-6405_p1
Mus_musculus_7,uce-6421_p1
Mus_musculus_7,uce-6438_p1
Mus_musculus_7,uce-6445_p1
Mus_musculus_7,uce-6447_p1
Mus_musculus_7,uce-6465_p1
Mus_musculus_7,uce-6482_p1
Mus_musculus_7,uce-6492_p1
Mus_musculus_7,uce-6566_p1
Mus_musculus_7,uce-6584_p1
Mus_musculus_7,uce-6613_p1
Mus_musculus_7,uce-6620_p1
Mus_musculus_7,uce-6680_p1
Mus_musculus_7,uce-6741_p1
Mus_musculus_7,uce-6748_p1
Mus_musculus_7,uce-6792_p1
Mus_musculus_7,uce-6826_p1
Mus_musculus_7,uce-6866_p1
Mus_musculus_7,uce-6885_p1
Mus_musculus_7,uce-6907_p1
Mus_musculus_7,uce-6912_p1
Mus_musculus_7,uce-6948_p1
Mus_musculus_7,uce-6955_p1
Mus_musculus_7,uce-6968_p1
Mus_musculus_7,uce-7028_p1
Mus_musculus_7,uce-7053_p1
Mus_musculus_7,uce-7078_p1
Mus_musculus_7,uce-7081_p1
Mus_musculus_7,uce-7143_p1
Mus_musculus_7,uce-7173_p1
Mus_musculus_7,uce-7188_p1
Mus_musculus_7,uce-7222_p1
Mus_musculus_7,uce-7230_p1
Mus_musculus_7,uce-7232_p1
Mus_musculus_7,uce-7237_p1
Mus_musculus_7,uce-7253_p1
Mus_musculus_7,uce-7275_p1
Mus_musculus_7,uce-7277_p1
Mus_musculus_7,uce-7289_p1
Mus_musculus_7,uce-7319_p1
Mus_musculus_7,uce-7323_p1
Mus_musculus_7,uce-7354_p1
Mus_musculus_7,uce-7388_p1
Mus_musculus_7,uce-7413_p1
Mus_musculus_7,uce-7472_p1
Mus_musculus_7,uce-7504_p1
Mus_musculus_7,uce-7512_p1
Mus_musculus_7,uce-7567_p1
Mus_musculus_7,uce-7610_p1
Mus_musculus_7,uce-7624_p1
Mus_musculus_7,uce-7632_p1
Mus_musculus_7,uce-7642_p1
Mus_musculus_7,uce-7716_p1
Mus_musculus_7,uce-7741_p1
Mus_musculus_7,uce-7753_p1
Mus_musculus_7,uce-7758_p1
Mus_musculus_7,uce-7774_p1
Mus_musculus_7,uce-7790_p1
Mus_musculus_7,uce-7840_p1
Mus_musculus_7,uce-7850_p1
Mus_musculus_7,uce-7862_p1
Mus_musculus_7,uce-7877_p1
Mus_musculus_7,uce-7888_p1
Mus_musculus_7,uce-7902_p1
Mus_musculus_7,uce-7917_p1
Mus_musculus_7,uce-7975_p1
Mus_musculus_7,uce-7979_p1
Mus_musculus_7,uce-8016_p1
Mus_musculus_8,uce-16_p1
Mus_musculus_8,uce-38_p1
Mus_musculus_8,uce-83_p1
Mus_musculus_8,uce-83_p2
Mus_musculus_8,uce-94_p2
Mus_musculus_8,uce-120_p2
Mus_musculus_8,uce-125_p2
Mus_musculus_8,uce-139_p1
Mus_musculus_8,uce-157_p1
Mus_musculus_8,uce-188_p1
Mus_musculus_8,uce-188_p2
Mus_musculus_8,uce-317_p2
Mus_musculus_8,uce-317_p3
Mus_musculus_8,uce-380_p1
Mus_musculus_8,uce-415_p1
Mus_musculus_8,uce-415_p2
Mus_musculus_8,uce-415_p3
Mus_musculus_8,uce-447_p1
Mus_musculus_8,uce-449_p2
Mus_musculus_8,uce-454_p1
Mus_musculus_8,uce-454_p2
Mus_musculus_8,uce-544_p2
Mus_musculus_8,uce-550_p1
Mus_musculus_8,uce-551_p2
Mus_musculus_8,uce-571_p1
Mus_musculus_8,uce-792_p3
Mus_musculus_8,uce-794_p1
Mus_musculus_8,uce-913_p2
Mus_musculus_8,uce-939_p1
Mus_musculus_8,uce-978_p1
Mus_musculus_8,uce-1143_p2
Mus_musculus_8,uce-1423_p1
Mus_musculus_8,uce-1423_p3
Mus_musculus_8,uce-1423_p4
Mus_musculus_8,uce-1462_p2
Mus_musculus_8,uce-1498_p1
Mus_musculus_8,uce-1500_p1
Mus_musculus_8,uce-1544_p2
Mus_musculus_8,uce-1569_p1
Mus_musculus_8,uce-1569_p2
Mus_musculus_8,uce-1579_p3
Mus_musculus_8,uce-1582_p5
Mus_musculus_8,uce-1598_p2
Mus_musculus_8,uce-1598_p3
Mus_musculus_8,uce-1598_p4
Mus_musculus_8,uce-1598_p5
Mus_musculus_8,uce-1603_p1
Mus_musculus_8,uce-1641_p1
Mus_musculus_8,uce-1662_p1
Mus_musculus_8,uce-1748_p1
Mus_musculus_8,uce-1768_p1
Mus_musculus_8,uce-1859_p1
Mus_musculus_8,uce-1943_p1
Mus_musculus_8,uce-1970_p1
Mus_musculus_8,uce-1970_p2
Mus_musculus_8,uce-1970_p3
Mus_musculus_8,uce-1981_p2
Mus_musculus_8,uce-2070_p1
Mus_musculus_8,uce-2073_p2
Mus_musculus_8,uce-2079_p1
Mus_musculus_8,uce-2109_p2
Mus_musculus_8,uce-2166_p1
Mus_musculus_8,uce-2181_p1
Mus_musculus_8,uce-2202_p1
Mus_musculus_8,uce-2239_p1
Mus_musculus_8,uce-2252_p1
Mus_musculus_8,uce-2309_p1
Mus_musculus_8,uce-2328_p1
Mus_musculus_8,uce-2369_p1
Mus_musculus_8,uce-2384_p1
Mus_musculus_8,uce-2416_p1
Mus_musculus_8,uce-2423_p1
Mus_musculus_8,uce-2444_p1
Mus_musculus_8,uce-2466_p1
Mus_musculus_8,uce-2517_p1
Mus_musculus_8,uce-2531_p1
Mus_musculus_8,uce-2534_p1
Mus_musculus_8,uce-2569_p1
Mus_musculus_8,uce-2598_p1
Mus_musculus_8,uce-2609_p1
Mus_musculus_8,uce-2655_p1
Mus_musculus_8,uce-2693_p1
Mus_musculus_8,uce-2733_p1
Mus_musculus_8,uce-2736_p1
Mus_musculus_8,uce-2815_p1
Mus_musculus_8,uce-2841_p1
Mus_musculus_8,uce-3067_p1
Mus_musculus_8,uce-3117_p1
Mus_musculus_8,uce-3213_p1
Mus_musculus_8,uce-3273_p1
Mus_musculus_8,uce-3288_p1
Mus_musculus_8,uce-3334_p1
Mus_musculus_8,uce-3354_p1
Mus_musculus_8,uce-3434_p1
Mus_musculus_8,uce-3463_p1
Mus_musculus_8,uce-3465_p1
Mus_musculus_8,uce-3532_p1
Mus_musculus_8,uce-3547_p1
Mus_musculus_8,uce-3551_p1
Mus_musculus_8,uce-3585_p1
Mus_musculus_8,uce-3591_p1
